Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves
soybean,9,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,206.0,22.0,0.0,90.35087719298245,9.649122807017545,0.0,0.8939983093829248,0.014113798575594564,0.09314980620937507,14.67873940333048,42.52451477739394,874.0726733327995,170.88230184668865,703.1903714861108,3.83365207602105,0.7494837800293361,3.0841682959917143,791.9993083685576,3.4736811770550773,90.61023557099666,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9035087719298246,0.013597700955972954,0.9864022990440272,0.09649122807017543,0.9104439459702617,0.9035087719298246,0.9016951426631546,0.89168616586907,0.9652644080210602,0.9022508583074428,0.9255323384871126,0.9035087719298246,0.0,0.012,3.8E-5,0.012141,0.038,12.141,154694.0,151837.0,79878.0,93.42105263157895,6.186518928901184,?,?,?,?
soybean,9,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,207.0,21.0,0.0,90.78947368421052,9.210526315789474,0.0,0.8990171679250855,0.0129868213164752,0.0875990146532792,13.49872098859434,39.94417785044216,878.9055260507057,150.23286863209972,728.6726574186059,3.8548487984680073,0.6589160904916654,3.1959327079763415,805.6187156521665,3.533415419527046,91.66158270413342,1.0,7.0,0.00904977375565611,2.0,0.9909502262443439,219.0,0.0,0.0,0.7777777777777778,1.0,0.8750000000000001,0.8779174590226076,1.0,1.0,0.9078947368421053,0.011747048356255382,0.9882529516437446,0.09210526315789473,0.9173500354421407,0.9078947368421053,0.9050150360708591,0.8985329134658746,0.9724080288476573,0.9190769255856508,0.9184242165962614,0.9078947368421053,0.0,0.013,3.1E-5,0.012371,0.031,12.371,154694.0,151837.0,79878.0,94.29824561403508,5.9787626962142015,?,?,?,?
soybean,9,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,207.0,20.0,0.0,91.18942731277534,8.810572687224669,0.0,0.9033549046321525,0.013786591115612397,0.09227057770250748,14.339509236920339,42.128903836174054,868.4479095542732,168.17636156359958,700.2715479906736,3.82576171609812,0.7408650289145357,3.0848966871835843,790.5083364513218,3.4824155790807128,91.02541761624443,1.0,6.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9118942731277533,0.009656592708952721,0.9903434072910472,0.0881057268722467,0.9198045591217395,0.9118942731277533,0.9118957968182032,0.9041986634336073,0.9654814198230641,0.8948296322149067,0.9193521527692146,0.9118942731277533,0.0,0.012,2.8E-5,0.011550000000000001,0.028,11.55,155011.0,152154.0,79561.0,93.3920704845815,6.028286575469493,?,?,?,?
soybean,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,214.0,14.0,0.0,93.85964912280701,6.140350877192983,0.0,0.9325429531477842,0.011404724563526914,0.07727786257665883,11.860146500192533,35.272373995414284,874.1027848977608,105.97475977091102,768.1280251268497,3.8337841442884244,0.4648015779425922,3.368982566345832,817.6501227777466,3.5861847490252043,93.54164486198073,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9385964912280702,0.0089574033327864,0.9910425966672136,0.06140350877192982,0.9445249199000028,0.9385964912280702,0.9370986643282359,0.93182208748163,0.9811487624022002,0.9359099277087671,0.9576534514245371,0.9385964912280702,0.0,0.013,3.3E-5,0.01252,0.033,12.52,154702.0,151837.0,79878.0,96.49122807017544,6.071098799630637,?,?,?,?
soybean,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,201.0,27.0,0.0,88.15789473684211,11.842105263157896,0.0,0.870110140524117,0.015925633973534466,0.10029272180585522,16.558569219886042,45.76078298098181,876.9060911582902,202.1388020430977,674.7672891151925,3.8460793471854835,0.8865736931714812,2.959505654014002,775.0935899735488,3.39953328935767,88.38957760570928,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.881578947368421,0.014424314898619124,0.9855756851013809,0.11842105263157894,0.8842252690549903,0.881578947368421,0.8786139653450757,0.8669236569078548,0.9584480726513172,0.8781910374009222,0.8960515071048234,0.881578947368421,0.0,0.012,3.1E-5,0.012055999999999999,0.031,12.056,154694.0,151837.0,79878.0,92.10526315789474,6.301939058171727,?,?,?,?
soybean,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,200.0,27.0,0.0,88.10572687224669,11.894273127753303,0.0,0.8695818704117458,0.015600334731184969,0.10280063722212465,16.222370086802027,46.915954042245296,870.4172328817292,201.1118858941998,669.3053469875294,3.834437149258719,0.8859554444678405,2.9484817047908787,778.4780571046352,3.429418753764913,89.43734426388747,1.0,7.0,0.004545454545454545,1.0,0.9954545454545455,219.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9332859836474172,1.0,1.0,0.8810572687224669,0.015498813707457749,0.9845011862925422,0.11894273127753303,0.8853773337528845,0.8810572687224669,0.8795701361780657,0.8662684895311672,0.9640446923288601,0.8790900721062909,0.9083689215268163,0.8810572687224669,0.0,0.012,2.9E-5,0.011888999999999999,0.029,11.889,155011.0,152154.0,79561.0,91.62995594713657,5.889172269881735,?,?,?,?
soybean,1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9087289046204411,0.012422101463354776,0.08099975601403299,12.915141235661071,36.95390290578583,876.4756153419289,126.82715412480526,749.6484612171237,3.8441912953593373,0.5562594479158125,3.287931847443525,812.3788498069666,3.56306513073231,92.6869881588255,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9166666666666666,0.010147376002855249,0.9898526239971447,0.08333333333333333,0.9259926761490643,0.9166666666666666,0.9164768117314186,0.9091538620611689,0.9750988753793989,0.9246290814947362,0.936850273602002,0.9166666666666666,0.0,0.012,5.1E-5,0.012028,0.051,12.028,154694.0,151837.0,79878.0,95.6140350877193,6.186518928901182,?,?,?,?
soybean,1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,205.0,23.0,0.0,89.91228070175438,10.087719298245615,0.0,0.8891589693728731,0.013897225148423132,0.09211552421359291,14.451301203544622,42.0397913056679,874.8016582276275,155.87101873282043,718.9306394948071,3.836849378191349,0.6836448190035984,3.1532045591877504,795.146725254728,3.4874856370821403,90.89451509107988,1.0,6.0,0.0045045045045045045,1.0,0.9954954954954955,221.0,0.0,0.0,0.8571428571428571,1.0,0.923076923076923,0.9237325658879052,1.0,1.0,0.8991228070175439,0.012844002121601718,0.9871559978783981,0.10087719298245613,0.9075540701640916,0.8991228070175439,0.891405143293015,0.8856109535182021,0.9727225001282297,0.901232232903967,0.8919561072879151,0.8991228070175439,0.0,0.011,3.5999999999999994E-5,0.011543,0.036,11.543,154694.0,151837.0,79878.0,94.29824561403508,6.117266851338857,?,?,?,?
soybean,1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,205.0,22.0,0.0,90.30837004405286,9.691629955947137,0.0,0.8935816570064781,0.013563034764700853,0.08962063127936486,14.105411567375787,40.910235212037826,870.1488353682257,142.7883232207515,727.3605121474742,3.8332547813578226,0.6290234503116806,3.2042313310461417,793.322111056947,3.4948110619248767,91.17085248079802,1.0,7.0,0.0,0.0,1.0,220.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9030837004405287,0.013229223986640844,0.9867707760133592,0.09691629955947137,0.9062861023019095,0.9030837004405287,0.9023549333423129,0.8909767967578236,0.9714575174581177,0.906595622976051,0.9335710237095547,0.9030837004405287,0.0,0.011,3.8E-5,0.011257999999999999,0.038,11.258,155035.0,152154.0,79561.0,95.15418502202643,6.028286575469493,?,?,?,?
soybean,2,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,211.0,17.0,0.0,92.54385964912281,7.456140350877193,0.0,0.9182623365668494,0.012133117934140196,0.07777245891816174,12.61660426306522,35.4926467508246,874.8838819364156,102.04793646200405,772.8359454744116,3.837210008493051,0.4475786686930002,3.389631339800051,808.0024713717895,3.543870488472761,92.35539573359212,1.0,7.0,0.00904977375565611,2.0,0.9909502262443439,219.0,0.0,0.0,0.7777777777777778,1.0,0.8750000000000001,0.8779174590226076,1.0,1.0,0.9254385964912281,0.0075282564406110395,0.992471743559389,0.07456140350877193,0.9294829158237332,0.9254385964912281,0.9239819705428315,0.9181647816258127,0.9873367886600432,0.9456431693590474,0.9173759063115615,0.9254385964912281,0.0,0.012,3.8E-5,0.011913,0.038,11.913,154694.0,151837.0,79878.0,96.9298245614035,6.394275161588164,?,?,?,?
soybean,2,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,206.0,22.0,0.0,90.35087719298245,9.649122807017545,0.0,0.8941414823569137,0.013810848058575537,0.09419720637199054,14.361480298353717,42.989622105233984,875.0550308969326,168.37466899908495,706.6803618978477,3.8379606618286517,0.7384853903468638,3.099475271481788,789.2768606434294,3.4617406168571465,90.1973970522082,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9035087719298246,0.011652611802538723,0.9883473881974614,0.09649122807017543,0.9087701893622946,0.9035087719298246,0.9033093169288386,0.8935694111261787,0.9662988548118134,0.8913161310776878,0.9135469002058019,0.9035087719298246,0.0,0.011,4.1E-5,0.011289,0.041,11.289,154694.0,151837.0,79878.0,93.42105263157895,5.909510618651876,?,?,?,?
soybean,2,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,202.0,25.0,0.0,88.98678414096916,11.013215859030836,0.0,0.8791370277292669,0.01505297188100258,0.10033637819623023,15.652546527414975,45.78767874061469,871.4871961044349,186.48715201949304,685.0000440849419,3.839150643631872,0.8215293040506301,3.017621339581242,783.5933528692194,3.4519530963401737,89.91449976223372,1.0,6.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.8571428571428571,1.0,0.923076923076923,0.9237231093115228,1.0,1.0,0.8898678414096917,0.014702299970369103,0.9852977000296309,0.11013215859030837,0.8948194976829339,0.8898678414096917,0.8870531084187473,0.8762235056805041,0.9674439635512065,0.8745486477568909,0.9149140333350861,0.8898678414096917,0.0,0.011,4.0E-5,0.011227000000000001,0.04,11.227,155011.0,152154.0,79561.0,92.51101321585904,6.005100857871536,?,?,?,?
soybean,3,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,203.0,25.0,0.0,89.03508771929825,10.964912280701755,0.0,0.8797848782031003,0.015413619377684559,0.0988474427384617,16.025718651866622,45.0982111992327,876.0373884610642,185.9752726801631,690.0621157809011,3.8422692476362466,0.8156810205270312,3.0265882271092153,783.5684461170705,3.4367037110397827,89.44463517630976,1.0,6.0,0.0045045045045045045,1.0,0.9954954954954955,221.0,0.0,0.0,0.8571428571428571,1.0,0.923076923076923,0.9237325658879052,1.0,1.0,0.8903508771929824,0.014649725588576152,0.9853502744114239,0.10964912280701754,0.8925341365388055,0.8903508771929824,0.8893661480953402,0.8761372655972621,0.963553733401567,0.8822043551774112,0.9235270485318832,0.8903508771929824,0.0,0.012,3.8E-5,0.011719,0.038,11.719,154710.0,151837.0,79878.0,92.98245614035088,6.186518928901182,?,?,?,?
soybean,3,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,214.0,14.0,0.0,93.85964912280701,6.140350877192983,0.0,0.932521562658549,0.011112262844553043,0.0789874186734045,11.55741076878369,36.06146779634622,873.9022981228736,111.62278773560132,762.2795103872722,3.832904816328393,0.489573630419304,3.3433311859090886,810.0461442010887,3.5528339657942487,92.69298706972772,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9385964912280702,0.007762853914886729,0.9922371460851133,0.06140350877192982,0.9432354925775979,0.9385964912280702,0.9371255897370633,0.9324021780291373,0.9827766236297456,0.9304529027390576,0.943307527964842,0.9385964912280702,0.0,0.011,4.4999999999999996E-5,0.011396000000000002,0.045,11.396,154702.0,151837.0,79878.0,96.05263157894737,5.886426592797765,?,?,?,?
soybean,3,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,203.0,24.0,0.0,89.42731277533039,10.572687224669604,0.0,0.883936940775458,0.014257442532959656,0.09469665897417166,14.824578024265936,43.209954282681764,871.4864223538416,169.0485896003136,702.437832753528,3.8391472350389497,0.7447074431731876,3.0944397918657622,779.6702782593123,3.4346708293361776,89.46442058769676,1.0,7.0,0.004545454545454545,1.0,0.9954545454545455,219.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9332859836474172,1.0,1.0,0.8942731277533039,0.011992447303447215,0.9880075526965527,0.10572687224669604,0.9022135353633152,0.8942731277533039,0.8898451389109143,0.8833555946082727,0.9679960424106842,0.8865501366989408,0.879831541719019,0.8942731277533039,0.0,0.012,5.2E-5,0.011582,0.052,11.582,155011.0,152154.0,79561.0,93.3920704845815,6.005100857871534,?,?,?,?
soybean,4,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,211.0,17.0,0.0,92.54385964912281,7.456140350877193,0.0,0.9181086391582683,0.012729881302403457,0.08187095335606549,13.236879613390085,37.36138788264529,875.8716214503313,117.19116965664372,758.6804517936876,3.8415421993435586,0.5139963581431742,3.327545841200384,806.4504972844215,3.537063584580796,92.07405258193462,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9254385964912281,0.009584220786223865,0.990415779213776,0.07456140350877193,0.933383998273195,0.9254385964912281,0.9225368248389388,0.9179867319789304,0.981370246477859,0.9269300108755744,0.9318646293242697,0.9254385964912281,0.0,0.012,4.4999999999999996E-5,0.011949999999999999,0.045,11.95,154702.0,151837.0,79878.0,96.05263157894737,6.232686980609404,?,?,?,?
soybean,4,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,204.0,24.0,0.0,89.47368421052632,10.526315789473685,0.0,0.8846032181193193,0.014387120081730426,0.09818358555835892,14.956637869957515,44.784863214407885,877.5923087586757,186.41051946637498,691.1817892923007,3.8490890735029635,0.8175899976595393,3.031499075843424,787.5084191775754,3.453984294638489,89.73510949423421,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8947368421052632,0.013158900527321582,0.9868410994726784,0.10526315789473684,0.8969186468125347,0.8947368421052632,0.893424897196865,0.8821261028648073,0.9643433822719596,0.8764533315698986,0.9091388040686438,0.8947368421052632,0.001,0.011,5.3E-5,0.011531000000000001,0.053,11.531,154702.0,151837.0,79878.0,92.54385964912281,5.932594644505985,?,?,?,?
soybean,4,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,207.0,20.0,0.0,91.18942731277534,8.810572687224669,0.0,0.9033178585118616,0.012931323580431319,0.0910503239913865,13.450350492044244,41.57424257756837,867.9621787287746,163.15381094216042,704.8083677866141,3.8236219327258794,0.718739255251808,3.104882677474071,792.7239114536012,3.4921758213815033,91.3316191512667,1.0,7.0,0.0,0.0,1.0,220.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9118942731277533,0.011801738959802167,0.9881982610401979,0.0881057268722467,0.9293603365259251,0.9118942731277533,0.9108071907479365,0.9051750149695847,0.9673390191953571,0.8958119284018661,0.9391045825108093,0.9118942731277533,0.0,0.011,4.4999999999999996E-5,0.011069,0.045,11.069,155011.0,152154.0,79561.0,93.3920704845815,5.842800834685815,?,?,?,?
soybean,5,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,210.0,18.0,0.0,92.10526315789474,7.894736842105263,0.0,0.9131483715319662,0.01274126193766697,0.08395405323423981,13.255560390344693,38.3511267976116,870.437143955545,129.47412553588381,740.9630184196612,3.8177067717348465,0.5678689716486133,3.2498378000862336,802.4161626114649,3.5193691342608107,92.18542294335337,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9210526315789473,0.010897052137237039,0.989102947862763,0.07894736842105263,0.9272509978650328,0.9210526315789473,0.9205775576861391,0.9123747130376975,0.9726481387680334,0.9205225723225194,0.9405936707301932,0.9210526315789473,0.0,0.012,3.9E-5,0.012112999999999999,0.039,12.113,154726.0,151837.0,79878.0,95.6140350877193,6.117266851338857,?,?,?,?
soybean,5,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.908753896705704,0.012887470001124774,0.08433181990754028,13.398980496647864,38.47406508473377,876.475615341929,125.88215736915373,750.5934579727752,3.844191295359338,0.5521147253033059,3.292076570056032,806.8595208146234,3.5388575474325585,92.05726967085705,1.0,7.0,0.004524886877828055,1.0,0.995475113122172,220.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.93329562518095,1.0,1.0,0.9166666666666666,0.009499914190866711,0.9905000858091333,0.08333333333333333,0.9255556821346296,0.9166666666666666,0.9147788237171178,0.9087278212993711,0.9768753739254239,0.918404201967854,0.9271035679384136,0.9166666666666666,0.0,0.012,5.1E-5,0.011510999999999999,0.051,11.511,154694.0,151837.0,79878.0,95.6140350877193,6.094182825484747,?,?,?,?
soybean,5,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,206.0,21.0,0.0,90.7488986784141,9.251101321585903,0.0,0.8985161688629638,0.013398740928337345,0.08995650998713257,13.927901590875747,41.02501968341353,874.5133496403067,147.82518991713283,726.6881597231738,3.852481716477122,0.6512122903838451,3.201269426093277,795.1392982564275,3.5028162918785353,90.92363182145517,1.0,6.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9074889867841409,0.011913947046664684,0.9880860529533354,0.09251101321585903,0.9115793973933514,0.9074889867841409,0.9056129206637236,0.8969648746945862,0.9776772228196678,0.9118578084710384,0.9221260735585863,0.9074889867841409,0.0,0.012,5.4E-5,0.011509,0.054,11.509,155019.0,152154.0,79561.0,94.27312775330397,6.005100857871535,?,?,?,?
soybean,6,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,197.0,31.0,0.0,86.40350877192982,13.596491228070175,0.0,0.8507033923366144,0.016266122152566967,0.10228382275159051,16.914302424783852,46.678553413094086,875.4333945694665,186.2654703336265,689.16792423584,3.839620151620467,0.8169538172527477,3.0226663343677194,778.4382554437318,3.41420287475321,88.92032909329028,1.0,6.0,0.0045045045045045045,1.0,0.9954954954954955,221.0,0.0,0.0,0.8571428571428571,1.0,0.923076923076923,0.9237325658879052,1.0,1.0,0.8640350877192983,0.017282317395162585,0.9827176826048376,0.13596491228070176,0.8722832966254018,0.8640350877192983,0.8575920798196041,0.8472503218115017,0.9660937084752642,0.8749136689426839,0.8817178584758928,0.8640350877192983,0.0,0.013,5.2E-5,0.011971,0.052,11.971,154702.0,151837.0,79878.0,92.98245614035088,6.209602954755294,?,?,?,?
soybean,6,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,209.0,19.0,0.0,91.66666666666667,8.333333333333334,0.0,0.9084724276357489,0.01301318280112565,0.0878681241809191,13.535851202576277,40.123723122806936,872.4894647423815,141.72699646076023,730.7624682816213,3.826708178694656,0.6216096335998256,3.20509854509483,794.8471581389849,3.486171746223618,91.10106084474934,1.0,7.0,0.0,0.0,1.0,221.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.01001565940652235,0.9899843405934776,0.08333333333333333,0.9198950692916941,0.9166666666666666,0.9144569897833278,0.906647536690051,0.9750559142142954,0.9019603751155189,0.9163386049411265,0.9166666666666666,0.001,0.011,1.85E-4,0.011385999999999999,0.185,11.386,154694.0,151837.0,79878.0,94.73684210526316,5.978762696214205,?,?,?,?
soybean,6,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,456.0,227.0,208.0,19.0,0.0,91.62995594713657,8.370044052863436,0.0,0.9082594176078957,0.012712045889294797,0.08392733773100108,13.21462309578591,38.27824652849341,873.5032496259345,134.72669204779393,738.7765575781406,3.8480319366781255,0.5935096565982112,3.2545222800799145,801.3467319238486,3.5301618146425047,91.73941050213769,1.0,7.0,0.004545454545454545,1.0,0.9954545454545455,219.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.9332859836474172,1.0,1.0,0.9162995594713657,0.009991811945344,0.990008188054656,0.08370044052863436,0.9272161681737383,0.9162995594713657,0.9149858520161708,0.9094292285023795,0.9748960186958576,0.9252319850637284,0.9144051682751373,0.9162995594713657,0.0,0.012,2.55E-4,0.011361000000000001,0.255,11.361,155011.0,152154.0,79561.0,95.15418502202643,6.074658010665415,?,?,?,?
soybean,7,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.ManhattanDistance -R first-last\\\"\"',-3080186098777067172,2.02305131101E7,455.0,228.0,205.0,23.0,0.0,89.91228070175438,10.087719298245615,0.0,0.8890557894514143,0.014207725898489428,0.09536214789817411,14.7768754749729,43.53730104334081,873.9022981228758,173.47542110356895,700.4268770193069,3.8329048163284027,0.7608571101033725,3.07204770622503,786.9968435673901,3.4517405419622373,90.0554724776263,1.0,6.0,0.0,0.0,1.0,222.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8991228070175439,0.013608270106121608,0.9863917298938784,0.10087719298245613,0.9011567911750799,0.8991228070175439,0.8973703352485602,0.8864866518032896,0.9647990179914477,0.888280585110646,0.9197537511313008,0.8991228070175439,0.0,0.013,6.7E-5,0.012493,0.067,12.493,154694.0,151837.0,79878.0,93.42105263157895,5.955678670360094,?,?,?,?
